text,target,category,polarity
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan. Eskiden Midpoint-House Cafe gibi mekanların sunduğu menüleri daha uygun fiyata sunduğundan tercih ediyorduk. Fakat son iki gidişimde çok pahalanmış buldum. Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var. Şimdilerde gözümde ancak ortalama bir mekan yani.",,FOOD#QUALITY,positive
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan. Eskiden Midpoint-House Cafe gibi mekanların sunduğu menüleri daha uygun fiyata sunduğundan tercih ediyorduk. Fakat son iki gidişimde çok pahalanmış buldum. Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var. Şimdilerde gözümde ancak ortalama bir mekan yani.",,FOOD#STYLE_OPTIONS,positive
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,RESTAURANT#PRICES,positive
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,FOOD#QUALITY,negative
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,AMBIENCE#GENERAL,positive
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,RESTAURANT#GENERAL,conflict
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan. pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,,LOCATION#GENERAL,positive
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan. pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,,AMBIENCE#GENERAL,positive
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan. pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,,FOOD#QUALITY,positive
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan. pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,,SERVICE#GENERAL,positive
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet. Fiyatlar da cok pahali degil ortalama duruyordu,,RESTAURANT#PRICES,neutral
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet. Fiyatlar da cok pahali degil ortalama duruyordu,,AMBIENCE#GENERAL,positive
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet. Fiyatlar da cok pahali degil ortalama duruyordu,,FOOD#STYLE_OPTIONS,positive
"Cookshop diyince aklima ilk gelen Magnolia oluyor. Buraya gelipte bu tatliyi denemeden gitmeyin. Makarnalardan patlicanli,zeytinli penne guzel. Arkadasim lasagne yedi ama pek begenmedi. Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.",,FOOD#QUALITY,positive
"Cookshop diyince aklima ilk gelen Magnolia oluyor. Buraya gelipte bu tatliyi denemeden gitmeyin. Makarnalardan patlicanli,zeytinli penne guzel. Arkadasim lasagne yedi ama pek begenmedi. Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.",,SERVICE#GENERAL,negative
"Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi. Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",,SERVICE#GENERAL,positive
"Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi. Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",,FOOD#QUALITY,negative
"Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi. Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",,RESTAURANT#GENERAL,negative
"Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi. Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",,FOOD#STYLE_OPTIONS,positive
"Kurufasulye ve Sütlaç - Sürekli gittigim yerlerden biri. Kendileri Rize'den, fasulyeleri Ispir'den... Tereyagini da manzarayla karistirinca, yeme de yaninda yat... Bir de üzerine bolca findik dökülmüs firin sütlaci yedin mi daha ne olsun.",,AMBIENCE#GENERAL,positive
"Kurufasulye ve Sütlaç - Sürekli gittigim yerlerden biri. Kendileri Rize'den, fasulyeleri Ispir'den... Tereyagini da manzarayla karistirinca, yeme de yaninda yat... Bir de üzerine bolca findik dökülmüs firin sütlaci yedin mi daha ne olsun.",,FOOD#QUALITY,positive
"Ideal... - Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer. Künefesi düsündügümden güzelmis. Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi. Çayi, sahlepi, künefesi ve dondurmasi önerilebilir. Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler. Biz sormadan getirdigimizde bilgilendirmesi lazimdi. Tabi bunlar ufak tefek seyler. Yine de Tuzla'da ugrak olunabilecek bir mekan.",,SERVICE#GENERAL,negative
"Ideal... - Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer. Künefesi düsündügümden güzelmis. Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi. Çayi, sahlepi, künefesi ve dondurmasi önerilebilir. Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler. Biz sormadan getirdigimizde bilgilendirmesi lazimdi. Tabi bunlar ufak tefek seyler. Yine de Tuzla'da ugrak olunabilecek bir mekan.",,LOCATION#GENERAL,positive
"Ideal... - Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer. Künefesi düsündügümden güzelmis. Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi. Çayi, sahlepi, künefesi ve dondurmasi önerilebilir. Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler. Biz sormadan getirdigimizde bilgilendirmesi lazimdi. Tabi bunlar ufak tefek seyler. Yine de Tuzla'da ugrak olunabilecek bir mekan.",,DRINKS#QUALITY,positive
"Ideal... - Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer. Künefesi düsündügümden güzelmis. Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi. Çayi, sahlepi, künefesi ve dondurmasi önerilebilir. Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler. Biz sormadan getirdigimizde bilgilendirmesi lazimdi. Tabi bunlar ufak tefek seyler. Yine de Tuzla'da ugrak olunabilecek bir mekan.",,FOOD#QUALITY,positive
"Ideal... - Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer. Künefesi düsündügümden güzelmis. Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi. Çayi, sahlepi, künefesi ve dondurmasi önerilebilir. Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler. Biz sormadan getirdigimizde bilgilendirmesi lazimdi. Tabi bunlar ufak tefek seyler. Yine de Tuzla'da ugrak olunabilecek bir mekan.",,RESTAURANT#GENERAL,positive
"Ideal... - Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer. Künefesi düsündügümden güzelmis. Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi. Çayi, sahlepi, künefesi ve dondurmasi önerilebilir. Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler. Biz sormadan getirdigimizde bilgilendirmesi lazimdi. Tabi bunlar ufak tefek seyler. Yine de Tuzla'da ugrak olunabilecek bir mekan.",,DRINKS#STYLE_OPTIONS,negative
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger. Hele kebaplari enfes. Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor. Görülmesi gereken, kaliteli bir yer;)",,AMBIENCE#GENERAL,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger. Hele kebaplari enfes. Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor. Görülmesi gereken, kaliteli bir yer;)",,DRINKS#QUALITY,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger. Hele kebaplari enfes. Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor. Görülmesi gereken, kaliteli bir yer;)",,RESTAURANT#GENERAL,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger. Hele kebaplari enfes. Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor. Görülmesi gereken, kaliteli bir yer;)",,FOOD#QUALITY,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger. Hele kebaplari enfes. Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor. Görülmesi gereken, kaliteli bir yer;)",,FOOD#STYLE_OPTIONS,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger. Hele kebaplari enfes. Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor. Görülmesi gereken, kaliteli bir yer;)",,LOCATION#GENERAL,negative
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik. Tatlilar muhtesemdi. Hesap gelene kadar tadimizda çok iyiydi. 342 TL çok fazla. Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,,RESTAURANT#PRICES,negative
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik. Tatlilar muhtesemdi. Hesap gelene kadar tadimizda çok iyiydi. 342 TL çok fazla. Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,,DRINKS#STYLE_OPTIONS,negative
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik. Tatlilar muhtesemdi. Hesap gelene kadar tadimizda çok iyiydi. 342 TL çok fazla. Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,,FOOD#QUALITY,positive
Degisik pide türleri caniniz çekiyorsa denenebilir. Kusbasli kasarli pidesini denedik. eh iste. ama çok pide yemeyenler için güzel diyebilirim. çorbasi soguk geldi. Tadi pek yoktu. suflesi normal. Besiktas ta merkezi yerde.,,LOCATION#GENERAL,positive
Degisik pide türleri caniniz çekiyorsa denenebilir. Kusbasli kasarli pidesini denedik. eh iste. ama çok pide yemeyenler için güzel diyebilirim. çorbasi soguk geldi. Tadi pek yoktu. suflesi normal. Besiktas ta merkezi yerde.,,FOOD#QUALITY,conflict
Degisik pide türleri caniniz çekiyorsa denenebilir. Kusbasli kasarli pidesini denedik. eh iste. ama çok pide yemeyenler için güzel diyebilirim. çorbasi soguk geldi. Tadi pek yoktu. suflesi normal. Besiktas ta merkezi yerde.,,RESTAURANT#GENERAL,neutral
Degisik pide türleri caniniz çekiyorsa denenebilir. Kusbasli kasarli pidesini denedik. eh iste. ama çok pide yemeyenler için güzel diyebilirim. çorbasi soguk geldi. Tadi pek yoktu. suflesi normal. Besiktas ta merkezi yerde.,,FOOD#STYLE_OPTIONS,positive
Herkesin sürekli ovdugu... Fakat yemekleri baya standart hatta bazıları bi hayli kotu... Tavsiye edebileceğim tek şeyi dondurması olur sanırım.,,FOOD#QUALITY,negative
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,DRINKS#PRICES,negative
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,DRINKS#STYLE_OPTIONS,negative
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,DRINKS#QUALITY,conflict
Geniş çay menüsü ve bence alelade demlenen çaylar. Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum. Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim. Tatlıları için gelinebilir.,,FOOD#QUALITY,positive
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir. Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb... Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer. İyi bir kaliteye böyle bir hizmet hiç yakışmıyor. Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar. Pizzaları gayet doyurucu ve çeşitli. Değişik tatları tatmak isteyenler için iyi bir alternatif. Özellikle kabaklı pizzası gayet başarılı. Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer. Her seferinde mutlaka bir problemle karşılaşıyoruz. Çalışanlar gerçekten burnundan kıl aldırmıyor. Çok defa geri dönmüşlüğüm de vardır.",,FOOD#STYLE_OPTIONS,positive
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir. Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb... Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer. İyi bir kaliteye böyle bir hizmet hiç yakışmıyor. Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar. Pizzaları gayet doyurucu ve çeşitli. Değişik tatları tatmak isteyenler için iyi bir alternatif. Özellikle kabaklı pizzası gayet başarılı. Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer. Her seferinde mutlaka bir problemle karşılaşıyoruz. Çalışanlar gerçekten burnundan kıl aldırmıyor. Çok defa geri dönmüşlüğüm de vardır.",,RESTAURANT#GENERAL,negative
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir. Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb... Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer. İyi bir kaliteye böyle bir hizmet hiç yakışmıyor. Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar. Pizzaları gayet doyurucu ve çeşitli. Değişik tatları tatmak isteyenler için iyi bir alternatif. Özellikle kabaklı pizzası gayet başarılı. Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer. Her seferinde mutlaka bir problemle karşılaşıyoruz. Çalışanlar gerçekten burnundan kıl aldırmıyor. Çok defa geri dönmüşlüğüm de vardır.",,FOOD#QUALITY,positive
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir. Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb... Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer. İyi bir kaliteye böyle bir hizmet hiç yakışmıyor. Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar. Pizzaları gayet doyurucu ve çeşitli. Değişik tatları tatmak isteyenler için iyi bir alternatif. Özellikle kabaklı pizzası gayet başarılı. Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer. Her seferinde mutlaka bir problemle karşılaşıyoruz. Çalışanlar gerçekten burnundan kıl aldırmıyor. Çok defa geri dönmüşlüğüm de vardır.",,SERVICE#GENERAL,negative
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,RESTAURANT#PRICES,neutral
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,LOCATION#GENERAL,positive
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,AMBIENCE#GENERAL,positive
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,FOOD#QUALITY,negative
Happy moon's burger ve normal burger denedik. Once kirk saat istegimiz soslari bekledik cunku tum soslar baskalari tarafindan kullaniliyordu. Sorum su ki alti ustu bir mayonez ne kadar bulunmasi zor olabilir ya da maliyeti nedir ki bu kadar az alinir? Yemege gelince ise tatsiz tutsuz bir yemekti begenmedik. Yemek bitince hadi kalkin tavirlarina girildi. Baska bir sey almiyor musunuz? Ne zaman kalkiyorsunuz? Ozetle uzatmadan musteriye yoluncak kaz gozuyle bakilmaktadir.,,FOOD#STYLE_OPTIONS,negative
Happy moon's burger ve normal burger denedik. Once kirk saat istegimiz soslari bekledik cunku tum soslar baskalari tarafindan kullaniliyordu. Sorum su ki alti ustu bir mayonez ne kadar bulunmasi zor olabilir ya da maliyeti nedir ki bu kadar az alinir? Yemege gelince ise tatsiz tutsuz bir yemekti begenmedik. Yemek bitince hadi kalkin tavirlarina girildi. Baska bir sey almiyor musunuz? Ne zaman kalkiyorsunuz? Ozetle uzatmadan musteriye yoluncak kaz gozuyle bakilmaktadir.,,FOOD#QUALITY,negative
Happy moon's burger ve normal burger denedik. Once kirk saat istegimiz soslari bekledik cunku tum soslar baskalari tarafindan kullaniliyordu. Sorum su ki alti ustu bir mayonez ne kadar bulunmasi zor olabilir ya da maliyeti nedir ki bu kadar az alinir? Yemege gelince ise tatsiz tutsuz bir yemekti begenmedik. Yemek bitince hadi kalkin tavirlarina girildi. Baska bir sey almiyor musunuz? Ne zaman kalkiyorsunuz? Ozetle uzatmadan musteriye yoluncak kaz gozuyle bakilmaktadir.,,SERVICE#GENERAL,negative
"Bendemi var bir hoşnutsuzluk anlamadım. Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda. Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı. anlaşılan müessesede bir doymuşluk var. Fısıltılara göre Avrupa yakasındada yer arayışları varmış. Bence orada en leziz olan lavaş. lavaş yediriyor gibi. Döneri çok beni sarmadı.",,FOOD#QUALITY,conflict
"Bendemi var bir hoşnutsuzluk anlamadım. Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda. Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı. anlaşılan müessesede bir doymuşluk var. Fısıltılara göre Avrupa yakasındada yer arayışları varmış. Bence orada en leziz olan lavaş. lavaş yediriyor gibi. Döneri çok beni sarmadı.",,RESTAURANT#GENERAL,negative
"Bendemi var bir hoşnutsuzluk anlamadım. Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda. Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı. anlaşılan müessesede bir doymuşluk var. Fısıltılara göre Avrupa yakasındada yer arayışları varmış. Bence orada en leziz olan lavaş. lavaş yediriyor gibi. Döneri çok beni sarmadı.",,SERVICE#GENERAL,negative
"En önemli özelliği olan döneri hariç geri kalan her şey iyiydi. Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi. Ama döneri methedildiği kadar değilmiş.",,RESTAURANT#GENERAL,positive
"En önemli özelliği olan döneri hariç geri kalan her şey iyiydi. Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi. Ama döneri methedildiği kadar değilmiş.",,FOOD#QUALITY,negative
"En önemli özelliği olan döneri hariç geri kalan her şey iyiydi. Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi. Ama döneri methedildiği kadar değilmiş.",,SERVICE#GENERAL,positive
"Manzarası süper, zaten süper olan başka birşeyde yok. Diğer lezzetlerin tamamı standart. Bu lezzetlere göre uygılanan fiyatlarda pahalı bence. Manzara parası eklenmiş yiyeceklerin üzerine",,FOOD#PRICES,negative
"Manzarası süper, zaten süper olan başka birşeyde yok. Diğer lezzetlerin tamamı standart. Bu lezzetlere göre uygılanan fiyatlarda pahalı bence. Manzara parası eklenmiş yiyeceklerin üzerine",,FOOD#QUALITY,neutral
"Manzarası süper, zaten süper olan başka birşeyde yok. Diğer lezzetlerin tamamı standart. Bu lezzetlere göre uygılanan fiyatlarda pahalı bence. Manzara parası eklenmiş yiyeceklerin üzerine",,AMBIENCE#GENERAL,positive
"Manzarası süper, zaten süper olan başka birşeyde yok. Diğer lezzetlerin tamamı standart. Bu lezzetlere göre uygılanan fiyatlarda pahalı bence. Manzara parası eklenmiş yiyeceklerin üzerine",,RESTAURANT#GENERAL,negative
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun. Yine de ayda yılda bir gidilebilir.",,AMBIENCE#GENERAL,negative
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun. Yine de ayda yılda bir gidilebilir.",,FOOD#QUALITY,positive
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun. Yine de ayda yılda bir gidilebilir.",,RESTAURANT#GENERAL,neutral
"Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var. Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz. ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",,FOOD#PRICES,positive
"Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var. Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz. ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",,SERVICE#GENERAL,negative
"Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var. Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz. ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",,FOOD#QUALITY,positive
"Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var. Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz. ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",,FOOD#STYLE_OPTIONS,positive
Manzarası süper. Gerçekten çok güzel bir konumda yer alıyor. Servisi hızlı. Ne zaman gitsek güler yüzle ayrılıyoruz. Köfteleri de lezzetli.,,FOOD#QUALITY,positive
Manzarası süper. Gerçekten çok güzel bir konumda yer alıyor. Servisi hızlı. Ne zaman gitsek güler yüzle ayrılıyoruz. Köfteleri de lezzetli.,,LOCATION#GENERAL,positive
Manzarası süper. Gerçekten çok güzel bir konumda yer alıyor. Servisi hızlı. Ne zaman gitsek güler yüzle ayrılıyoruz. Köfteleri de lezzetli.,,AMBIENCE#GENERAL,positive
Manzarası süper. Gerçekten çok güzel bir konumda yer alıyor. Servisi hızlı. Ne zaman gitsek güler yüzle ayrılıyoruz. Köfteleri de lezzetli.,,RESTAURANT#GENERAL,positive
Manzarası süper. Gerçekten çok güzel bir konumda yer alıyor. Servisi hızlı. Ne zaman gitsek güler yüzle ayrılıyoruz. Köfteleri de lezzetli.,,SERVICE#GENERAL,positive
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz : ) biz burayi cok sevdik cok romantik cok tatli. Tek kusuru masalar biraz yakin birbirine. Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik. Mutlaka gelin gorun.,,AMBIENCE#GENERAL,positive
